"","subplot_id","disturbance_severity","treatment","name","mean2018","mean2020","diffMean","logRR","s","cohens.d"
"63","C03E",85,"B","evenness",0.753057590450033,0.863120568566631,0.146154795479617,-0.13641268376034,0.809960755350898,-0.135886803637684
"64","C03W",85,"T","richness",8,6,-0.25,0.287682072451781,7.07106781186548,0.282842712474619
"65","C03W",85,"T","sw.index",1.6305480543531,1.1461355011494,-0.297085726428278,0.352520338317422,1.40931074368815,0.343723025864407
"66","C03W",85,"T","evenness",0.784127863982124,0.639670402659117,-0.184226920070653,0.203619051013636,0.715553887247929,0.201882016012239
"67","C04E",45,"T","richness",5,5,0,0,5,0
"68","C04E",45,"T","sw.index",0.932512592377256,1.22326875562177,0.311798645531731,-0.27139920735046,1.08765026167022,-0.267325052446566
"69","C04E",45,"T","evenness",0.579402650560736,0.760059612223069,0.311798645531731,-0.27139920735046,0.675795104158608,-0.267325052446566
"70","C04W",45,"B","richness",5,2,-0.6,0.916290731874155,3.80788655293195,0.787838597158335
"71","C04W",45,"B","sw.index",0.780693757758324,0.158410570131791,-0.797090000326569,1.59499274961203,0.563283521919598,1.10474239598892
"72","C04W",45,"B","evenness",0.485072304887866,0.228538143953528,-0.528857571024676,0.752594833703259,0.379160140449224,0.676585256642219
"73","D01E",0,"B","richness",5,5,0,0,5,0
"74","D01E",0,"B","sw.index",1.11818077651493,1.20834094400302,0.0806311192087268,-0.0775452400963908,1.16413403135585,-0.0774482706111376
"75","D01E",0,"B","evenness",0.694764779601722,0.750784441367814,0.0806311192087268,-0.0775452400963908,0.723317142191103,-0.0774482706111377
"76","D01W",0,"T","richness",4,4,0,0,4,0
"77","D01W",0,"T","sw.index",0.651658216564016,1.05405416778716,0.617495400188224,-0.480878903610342,0.876267259414863,-0.459216006189533
"78","D01W",0,"T","evenness",0.470072038695726,0.760339360347438,0.617495400188224,-0.480878903610343,0.632093214825593,-0.459216006189533
"79","D02E",85,"B","richness",5,1,-0.8,1.6094379124341,3.60555127546399,1.10940039245046
"80","D02E",85,"B","sw.index",0.935273990450596,0.001,-0.998930794601143,6.84083952427654,0.661338958936105,1.41270067009747
"81","D02E",85,"B","evenness",0.581118403651928,0,-1,Inf,0.41091276389458,1.41421356237309
"82","D02W",85,"T","richness",5,3,-0.4,0.510825623765991,4.12310562561766,0.485071250072666
"83","D02W",85,"T","sw.index",0.989149309862704,0.733062170793926,-0.258896343065056,0.299614775568041,0.8705735188515,0.294159118699842
"84","D02W",85,"T","evenness",0.614593021713228,0.667261943412854,0.085697233516916,-0.0822223921423705,0.641468270246353,-0.0821068229600793
"85","D03E",45,"B","richness",6,3,-0.5,0.693147180559945,4.74341649025257,0.632455532033676
"86","D03E",45,"B","sw.index",1.51990559226745,0.821806500831861,-0.459304245597346,0.614898534663743,1.22177717571891,0.571380039919975
"87","D03E",45,"B","evenness",0.84827546239913,0.748040513754101,-0.118163206514946,0.125748281497783,0.799729913885293,0.125336000197945
"88","D03W",45,"T","richness",7,6,-0.142857142857143,0.154150679827258,6.51920240520265,0.153392997769474
"89","D03W",45,"T","sw.index",1.28746763927319,1.49509382660627,0.161267111498268,-0.149511746450279,1.39514846387971,-0.148820138292452
"90","D03W",45,"T","evenness",0.661627485677187,0.834427752320126,0.261174558771656,-0.232043476245896,0.753000864423652,-0.229482162381315
"91","D04E",65,"T","richness",5,5,0,0,5,0
"92","D04E",65,"T","sw.index",0.960919807156891,1.05256947576921,0.095377020985219,-0.0910986154089224,1.00778702539463,-0.0909415048049735
"93","D04E",65,"T","evenness",0.597053045496862,0.653998186346505,0.095377020985219,-0.0910986154089224,0.626173285473596,-0.0909415048049735
"94","D04W",65,"B","richness",5,3,-0.4,0.510825623765991,4.12310562561766,0.485071250072666
"95","D04W",65,"B","sw.index",1.20113129578797,0.639031859650177,-0.467975014978728,0.631064826417582,0.96204940293346,0.584272943181351
"96","D04W",65,"B","evenness",0.746304835065921,0.581671865717887,-0.220597484583484,0.249227658707171,0.669071396119464,0.246061885626685
"97","A01E",85,"B","dbh.sd",11.5626000642953,6.31930903395827,-0.453469894416569,0.604165884898512,9.31738662162056,0.562742670586426
"98","A01E",85,"B","ba",45363.5769002242,9991.41917371574,-0.779747986017691,1.51298287013361,32845.7194036563,1.0769183433556
"99","A01E",85,"B","gini",0.27648256149671,0.0674328104098261,-0.756104652514844,1.41101604944382,0.20123343500963,1.03884203475869
"100","A01E",85,"B","dbh_shan",0.840702947845805,0.722222222222222,-0.140930546190155,0.151905506005823,0.783704786507085,0.151180301133087
"101","A01W",85,"T","dbh.sd",11.1361403479275,2.54966529243512,-0.771045872916856,1.47423361390853,8.0781933299528,1.062920222973
"102","A01W",85,"T","ba",48149.7611769134,3580.6852048004,-0.925634414018293,2.59876199816351,34141.0369491736,1.3054400204207
"103","A01W",85,"T","gini",0.259711623855235,0.118797753843321,-0.542578217794597,0.782149376740274,0.201944341197942,0.697785682807489
"104","A01W",85,"T","dbh_shan",0.855086505190311,0.5,-0.415263839430236,0.536594541057839,0.700418778788298,0.506963142542523
"105","A02E",45,"T","dbh.sd",12.5917549970927,6.24516825478804,-0.504027178401267,0.701234148922364,9.93867245756249,0.638574897140864
"106","A02E",45,"T","ba",31862.928046614,12262.3037153999,-0.615154523857296,0.954913385929407,24141.3574195032,0.811910614246539
"107","A02E",45,"T","gini",0.306610396904643,0.210813096532561,-0.312439830283626,0.374605933683573,0.263108435022207,0.364098172542421
"108","A02E",45,"T","dbh_shan",0.82373046875,0.7408,-0.100676704208654,0.106112692036737,0.78336342943333,0.105864616133524
"109","A02W",45,"B","dbh.sd",13.5886915629155,5.04485546538914,-0.628746046517318,0.990868939810328,10.2494659631299,0.833588416046341
"110","A02W",45,"B","ba",50697.8127304604,34596.5613321902,-0.317592624436758,0.382128474593379,43400.4047888083,0.370993115769793
"111","A02W",45,"B","gini",0.310777860828296,0.0658439689089336,-0.788131726200045,1.55179054742825,0.224631149913243,1.09038257612072
"112","A02W",45,"B","dbh_shan",0.835812016656752,0.7072,-0.153876725978648,0.167090216017934,0.774181363502063,0.166126469481216
"113","A03E",65,"B","dbh.sd",10.0677680761294,6.33952876797637,-0.370314381495599,0.462534602394585,8.41277537542544,0.443164014463472
"114","A03E",65,"B","ba",35508.636365362,17880.853680786,-0.496436486695716,0.68604543117561,28112.1698280406,0.627051657428207
"115","A03E",65,"B","gini",0.273170085198117,0.092978589420655,-0.659631143896221,1.07772537852563,0.204042781712318,0.883106445938951
"116","A03E",65,"B","dbh_shan",0.822364448738075,0.7265625,-0.116495732378855,0.123859156876219,0.775943410615274,0.123465123135861
"117","A03W",65,"T","dbh.sd",10.740577265678,3.92601284455871,-0.634469102782357,1.00640446925391,8.08620976897211,0.84273901071275
"118","A03W",65,"T","ba",35682.1622355831,8472.19994431115,-0.762564838745605,1.43786069802481,25932.5555403132,1.04925880709955
"119","A03W",65,"T","gini",0.295030916245082,0.165409530570592,-0.439348483624046,0.578655749404057,0.23916893019788,0.541965821259667
"120","A03W",65,"T","dbh_shan",0.791111111111111,0.580867566791152,-0.265757289168488,0.308915636318687,0.693997089429534,0.302945858883615
"121","A04E",0,"B","dbh.sd",13.3888838672177,13.3888838672177,0,0,13.3888838672177,0
"122","A04E",0,"B","ba",49330.6308775263,49330.6308775263,0,0,49330.6308775263,0
"123","A04E",0,"B","gini",0.298350183674135,0.298532462861122,0.000610957180392014,-0.000610770622036115,0.298441337183974,-0.000610770574568975
"124","A04E",0,"B","dbh_shan",0.866925207756233,0.85376960701636,-0.0151750123565118,0.01529133111587,0.860372552359749,0.0152905862742721
"125","A04W",0,"T","dbh.sd",11.3441537227324,11.3441537227324,0,0,11.3441537227324,0
"126","A04W",0,"T","ba",40512.9578430816,40512.9578430816,0,0,40512.9578430816,0
"127","A04W",0,"T","gini",0.27931977108377,0.268891323394804,-0.0373351576528338,0.0380499627080588,0.274155137025826,0.0380384909146664
"128","A04W",0,"T","dbh_shan",0.825486645540969,0.834083321236754,0.0104140699818974,-0.0103602171174211,0.82979611614294,-0.0103599854573247
"129","B01E",0,"B","dbh.sd",10.8403190638036,10.8403190638036,0,0,10.8403190638036,0
"130","B01E",0,"B","ba",35573.6908952362,35573.6908952362,0,0,35573.6908952362,0
"131","B01E",0,"B","gini",0.274062481588405,0.274062481588405,0,0,0.274062481588405,0
"132","B01E",0,"B","dbh_shan",0.830625,0.830625,0,0,0.830625,0
"133","B01W",0,"T","dbh.sd",11.0580739597312,11.0580739597312,0,0,11.0580739597312,0
"134","B01W",0,"T","ba",42523.4828935994,42523.4828935994,0,0,42523.4828935994,0
"135","B01W",0,"T","gini",0.279888851544037,0.267836790517439,-0.043060168206455,0.0440147611947759,0.273929110878456,0.0439970070648874
"136","B01W",0,"T","dbh_shan",0.83250815118947,0.839976204640095,0.00897054694293995,-0.00893055060146112,0.836250514546475,-0.00893040221885597
"137","B02E",45,"T","dbh.sd",11.8717121252053,7.22130173500899,-0.391721964039447,0.497123205556163,9.82559788338072,0.473295411169043
"138","B02E",45,"T","ba",39291.1296282474,18230.7878324877,-0.53600754152456,0.767886980173658,30628.0467256478,0.687616222621336
"139","B02E",45,"T","gini",0.306805407868751,0.238625923425957,-0.222223867944208,0.251316544211412,0.274838033783901,0.248071504165985
"140","B02E",45,"T","dbh_shan",0.81252477209671,0.750771604938272,-0.0760015808491419,0.0790449182176111,0.782257792563423,0.0789422205128522
"141","B02W",45,"B","dbh.sd",11.4130523891563,3.88426153660243,-0.659664969180994,1.07782476178302,8.52482411907586,0.883160842662642
"142","B02W",45,"B","ba",51317.6568149954,32869.8948858875,-0.359481766589883,0.445477690587437,43092.5277211196,0.428096537954228
"143","B02W",45,"B","gini",0.274193208208644,0.0546262768624803,-0.800774507802858,1.61331796914225,0.197694139457401,1.11063955638136
"144","B02W",45,"B","dbh_shan",0.843434903047091,0.625445897740785,-0.25845385876109,0.299017892450197,0.742484008810571,0.293594209059824
"145","B03E",85,"B","dbh.sd",9.26150482902823,3.81837661840736,-0.587715313127143,0.886041180699117,7.08362448532223,0.768410045154062
"146","B03E",85,"B","ba",20648.3847510945,3798.34259782274,-0.816046502251397,1.69307228294182,14845.5919268931,1.13501989252093
"147","B03E",85,"B","gini",0.239691426383933,0.0274949083503054,-0.885290397052982,2.16535153605823,0.170598871431138,1.24383307025146
"148","B03E",85,"B","dbh_shan",0.770233196159122,0.5,-0.350845948352627,0.432085222729785,0.649330107289619,0.416172287601306
"149","B03W",85,"T","dbh.sd",12.6979801750592,2.53572282473902,-0.800305025698529,1.61096420511905,9.15610699943207,1.10988844395882
"150","B03W",85,"T","ba",49869.6731990109,4478.70946482905,-0.910191722192439,2.41007812743725,35405.1065769226,1.2820456742748
"151","B03W",85,"T","gini",0.310596975377095,0.123659827074462,-0.601864033207899,0.920961706932487,0.236391871630018,0.790793469393111
"152","B03W",85,"T","dbh_shan",0.837451523545706,0.449732302201071,-0.462975122074006,0.621710857937435,0.672154817706494,0.576830234837265
"153","B04E",65,"T","dbh.sd",12.5876247502706,5.49802597461001,-0.56321974290727,0.828325054536476,9.71279018797152,0.729924011376307
"154","B04E",65,"T","ba",40453.9665870288,10805.9006311038,-0.732884027383149,1.32007236051621,29608.199042442,1.00134648221683
"155","B04E",65,"T","gini",0.326403375072523,0.21157066695346,-0.351812257129845,0.433574897941049,0.27504664183904,0.417502672823997
"156","B04E",65,"T","dbh_shan",0.778702602721628,0.608976081698468,-0.217960644320376,0.245850212747143,0.699009875311593,0.242809904434471
"157","B04W",65,"B","dbh.sd",10.753771799838,7.97095421584588,-0.258775956547085,0.299452346547515,9.46519199578388,0.294005402661849
"158","B04W",65,"B","ba",29393.7069067271,13555.2261719847,-0.538839173466669,0.774008432327095,22888.142806836,0.691995015428333
"159","B04W",65,"B","gini",0.282827826119053,0.0813953488372094,-0.712208837602326,1.24552019244416,0.208106681823963,0.967928927203957
"160","B04W",65,"B","dbh_shan",0.796932067202337,0.58,-0.272208982584784,0.317741335986294,0.696957932638474,0.311255611054024
"161","C01E",0,"T","dbh.sd",8.47638208325277,8.47638208325277,0,0,8.47638208325277,0
"162","C01E",0,"T","ba",28412.2183838742,28412.2183838742,0,0,28412.2183838742,0
"163","C01E",0,"T","gini",0.246539900478496,0.246539900478496,0,0,0.246539900478496,0
"164","C01E",0,"T","dbh_shan",0.790865051903114,0.790865051903114,0,0,0.790865051903114,0
"165","C01W",0,"B","dbh.sd",9.54401444914851,9.54401444914851,0,0,9.54401444914851,0
"166","C01W",0,"B","ba",25249.6634533033,25249.6634533033,0,0,25249.6634533033,0
"167","C01W",0,"B","gini",0.260608372456964,0.261149382739788,0.00207595127402496,-0.00207379946469847,0.260879017841643,-0.00207379760664389
"168","C01W",0,"B","dbh_shan",0.817515432098765,0.8251953125,0.00939417177914111,-0.00935032096158705,0.821364348353276,-0.00935015065680863
"169","C02E",65,"B","dbh.sd",8.47105654507742,2.71602001205484,-0.679376474752358,1.13748766268517,6.29029266790431,0.914907594425165
"170","C02E",65,"B","ba",38050.3497557305,14499.6517555069,-0.618935125469557,0.964785643992352,28792.9593613126,0.81793252665328
"171","C02E",65,"B","gini",0.238641584933902,0.0457499274731648,-0.808290212764735,1.65177257527675,0.171818016988272,1.12265093522703
"172","C02E",65,"B","dbh_shan",0.795216155278894,0.475308641975309,-0.402290007792145,0.514649605527146,0.655090466558993,0.488340969124418
"173","C02W",65,"T","dbh.sd",8.37943978210637,5.27434059525906,-0.370561668511301,0.462927394571847,7.00120274584105,0.443509393966892
"174","C02W",65,"T","ba",46578.7135227062,12497.067080421,-0.731700037736574,1.31564966220124,34100.9768118369,0.99943314323052
"175","C02W",65,"T","gini",0.223589705709827,0.192759594494309,-0.137886988659172,0.148368913268123,0.208744602048792,0.147692974634679
"176","C02W",65,"T","dbh_shan",0.80286241920591,0.697908793146888,-0.13072429789755,0.140094940395028,0.752218301999131,0.139525488518548
"177","C03E",85,"B","dbh.sd",12.5799414824424,3.56857981622408,-0.716327788868915,1.25993589356489,9.24634223913533,0.974586645525354
"178","C03E",85,"B","ba",37052.3992873728,13037.9315256446,-0.648121801114027,1.04447018915694,27774.7002811759,0.864616630192903
"179","C03E",85,"B","gini",0.308394393779718,0.0380560339395974,-0.876599462548011,2.09231981215576,0.219721828494544,1.23036642145381
"180","C03E",85,"B","dbh_shan",0.830533235938641,0.612244897959184,-0.262829142210974,0.304935584910558,0.729598955274664,0.299189488144595
"181","C03W",85,"T","dbh.sd",10.5615422000991,2.11472230332213,-0.79977144783815,1.60829580407896,7.61637131659963,1.1090346761807
"182","C03W",85,"T","ba",44320.2618339487,3557.08398999031,-0.919741358854842,2.52250084494757,31439.9304670161,1.29654160293781
"183","C03W",85,"T","gini",0.272543079946065,0.105949339367838,-0.611256541942636,0.944835643778549,0.206766768290952,0.805708489595411
"184","C03W",85,"T","dbh_shan",0.826017642682538,0.408163265306122,-0.505866165302971,0.704948878047201,0.65149919308015,0.641373591578661
"185","C04E",45,"T","dbh.sd",7.95704033729159,4.21942572622383,-0.46972422567107,0.634358078837613,6.36859656393797,0.586881987820035
"186","C04E",45,"T","ba",24820.6397065475,10290.7501217498,-0.58539545138979,0.880430107959573,18999.5222770276,0.764750259134982
"187","C04E",45,"T","gini",0.232537977201975,0.160317852098675,-0.310573464052161,0.371895134273974,0.199719458920155,0.361607854806839
"188","C04E",45,"T","dbh_shan",0.786133333333333,0.672839506172839,-0.144115282174984,0.155619587348011,0.731682519554994,0.154840144642787
"189","C04W",45,"B","dbh.sd",9.82046965372458,6.06213787945438,-0.38270387331677,0.482406424212,8.16061088060327,0.46054539657114
"190","C04W",45,"B","ba",29257.8016085328,21589.4645384406,-0.262095463380811,0.303940816923178,25711.1253548036,0.298249764032968
"191","C04W",45,"B","gini",0.290916322535573,0.106192676608556,-0.634971748291742,1.00778052645459,0.218985377688683,0.843543289861233
"192","C04W",45,"B","dbh_shan",0.723456790123457,0.759945130315501,0.0504361016306409,-0.0492054128280975,0.741925308998816,-0.0491806112414237
"193","D01E",0,"B","dbh.sd",10.5682789928703,10.5682789928703,0,0,10.5682789928703,0
"194","D01E",0,"B","ba",25264.1619033996,25264.1619033996,0,0,25264.1619033996,0
"195","D01E",0,"B","gini",0.281554135037954,0.280988112990018,-0.00201034890806944,0.00201237237180246,0.281271266394793,0.00201237067401516
"196","D01E",0,"B","dbh_shan",0.796111111111111,0.799048751486326,0.00368998791024877,-0.00368319660628578,0.797581283784425,-0.00368318619674219
"197","D01W",0,"T","dbh.sd",11.271712984522,11.271712984522,0,0,11.271712984522,0
"198","D01W",0,"T","ba",22269.8471134101,22269.8471134101,0,0,22269.8471134101,0
"199","D01W",0,"T","gini",0.291789186149272,0.295333071464725,0.0121453620753461,-0.0120721989646381,0.293566476504422,-0.012071832443716
"200","D01W",0,"T","dbh_shan",0.826474622770919,0.824656393169513,-0.0021999823724901,0.0022024058888243,0.825566008529809,0.00220240366320845
"201","D02E",85,"B","dbh.sd",11.6339110931769,6.21020665249287,-0.466197858763501,0.627730030711218,9.32508857841603,0.581624978151711
"202","D02E",85,"B","ba",29050.0716482958,7179.08899216706,-0.752871900658868,1.39784845597715,21159.4657485553,1.03362641174539
"203","D02E",85,"B","gini",0.315702620070436,0.0597368421052633,-0.810781291292624,1.66485174402161,0.227196648989424,1.12662655502937
"204","D02E",85,"B","dbh_shan",0.788599298887365,0.75,-0.0489466563587167,0.0501851258528779,0.769541699391801,0.0501588138990666
"205","D02W",85,"T","dbh.sd",9.50425955549348,1.18469070372484,-0.875351604529772,2.08225834137598,6.77253430266991,1.22842771700526
"206","D02W",85,"T","ba",26843.1892029469,2191.33941569522,-0.918365161489282,2.5054991655928,19044.143128794,1.29445833401551
"207","D02W",85,"T","gini",0.26583774137077,0.0658964594483322,-0.752117742542716,1.39480141387272,0.193664720722359,1.03240941962309
"208","D02W",85,"T","dbh_shan",0.770501032088572,0,-1,Inf,0.544826504701063,1.41421356237309
"209","D03E",45,"B","dbh.sd",8.68144418390624,3.71317545473843,-0.57228597269312,0.84930046721699,6.67664380793043,0.744126670838209
"210","D03E",45,"B","ba",31183.8335246324,19662.5686843613,-0.369462748419637,0.461183042720785,26067.6819122761,0.441975043237173
"211","D03E",45,"B","gini",0.262931803480036,0.0698470001719098,-0.734353169728997,1.32558755813076,0.192369094079947,1.00372050007098
"212","D03E",45,"B","dbh_shan",0.793798098687189,0.665816326530612,-0.161227108465285,0.175815298627885,0.732607262506356,0.174693561893902
"213","D03W",45,"T","dbh.sd",8.94705648913763,6.68787966565357,-0.252505036290635,0.291027711252548,7.89865666560088,0.286020385380581
"214","D03W",45,"T","ba",28894.6806216676,14893.5917663038,-0.484555930508007,0.662726479002114,22986.1006254811,0.609111092111161
"215","D03W",45,"T","gini",0.249144076460215,0.224021303891456,-0.100836323005137,0.106290195459689,0.236915929637964,0.106040875373595
"216","D03W",45,"T","dbh_shan",0.800554016620499,0.730083234244946,-0.0880275170850323,0.0921454616053569,0.766129317560937,0.0919828816888305
"217","D04E",65,"T","dbh.sd",10.0665097798318,3.69999357179031,-0.632445241427845,1.00088296851165,7.58368550174448,0.839501612583617
"218","D04E",65,"T","ba",15692.2395967177,5684.7511765789,-0.63773487260748,1.01537893911558,11801.7536726626,0.847966217369883
"219","D04E",65,"T","gini",0.30435021723588,0.157132892989797,-0.483710265046356,0.661087169235604,0.242198060263569,0.60783857676596
"220","D04E",65,"T","dbh_shan",0.696829793782702,0.515495867768595,-0.26022699894869,0.301411895179032,0.612906090355505,0.29585923335976
"221","D04W",65,"B","dbh.sd",4.60523767098505,3.29545141065682,-0.28441230483726,0.334651122628529,4.00426110576345,0.327098115166121
"222","D04W",65,"B","ba",12281.5773863296,4231.52110086297,-0.655457848144735,1.06553883939433,9185.39367483647,0.876397525292782
"223","D04W",65,"B","gini",0.175426267370899,0.0765217391304347,-0.563795432250479,0.829643953583235,0.135332833863834,0.730824334469913
"224","D04W",65,"B","dbh_shan",0.662527392257122,0.58,-0.124564498346196,0.13303380026836,0.622632534281265,0.132545904226459
"225","A01E",85,"B","rugosity",41.28,44.95,0.08890503875969,-0.085172639744322,43.1540316772373,-0.0850441976649852
"226","A01E",85,"B","top_rugosity",8.89,9.88,0.111361079865017,-0.105585462233963,9.39804500946873,-0.105341057528726
"227","A01E",85,"B","enl",21.75,24.5,0.126436781609195,-0.119059360015988,23.1658423114723,-0.118709260083245
"228","A01E",85,"B","fhd",2.92,2.84,-0.0273972602739726,0.0277795641070757,2.88027776438315,0.0277750989815155
